method,tracer,oxygen,treatment,metabolite,time,isotope,mean,se
sim,glc6,21%,None,ASP,24,M2,0.11765193404054108,9.695881884586379e-4
sim,glc6,21%,None,ASP,24,M3,0.12143827996841848,3.4063652079278917e-4
sim,glc6,21%,None,ASP,24,M4,0.01753667271330683,0.0018958003006465515
sim,glc6,21%,None,ASP,48,M0,0.653965427092946,0.0016643296414646236
sim,glc6,21%,None,ASP,48,M1,0.01506495302146249,7.912236767661197e-4
sim,glc6,21%,None,ASP,48,M2,0.10728617796631071,0.004802087823276939
sim,glc6,21%,None,ASP,48,M3,0.18378459864117352,9.640891442438264e-4
sim,glc6,21%,None,ASP,48,M4,0.027797575815030385,7.772621868321652e-4
sim,glc6,21%,None,ASP,72,M0,0.6558727318789959,0.002451214102693333
sim,glc6,21%,None,ASP,72,M1,0.008175367135520521,5.112831120028043e-5
sim,glc6,21%,None,ASP,72,M2,0.06705184484294907,0.0011858816067076138
sim,glc6,21%,None,ASP,72,M3,0.25095699499723734,1.1508118336822636e-4
sim,glc6,21%,None,ASP,72,M4,0.017658973644131284,1.8562623345876397e-5
sim,glc6,21%,DMSO,ASP,24,M0,0.7160278509953357,0.003163727466183985
sim,glc6,21%,DMSO,ASP,24,M1,0.02316057948578392,3.609834571284832e-4
sim,glc6,21%,DMSO,ASP,24,M2,0.1113500990682215,0.004020196781736189
sim,glc6,21%,DMSO,ASP,24,M3,0.11629983274498044,1.7835646954375561e-4
sim,glc6,21%,DMSO,ASP,24,M4,0.016156330858217705,0.0011091531038572335
sim,glc6,21%,DMSO,ASP,48,M0,0.6538958177331459,0.006015044436127581
sim,glc6,21%,DMSO,ASP,48,M1,0.017050040486802615,1.3425971205290388e-4
sim,glc6,21%,DMSO,ASP,48,M2,0.11752823702404545,0.004455024021413516
sim,glc6,21%,DMSO,ASP,48,M3,0.18078156189208852,0.00712904723098519
sim,glc6,21%,DMSO,ASP,48,M4,0.029801779441420442,8.886770996528614e-4
sim,glc6,21%,DMSO,ASP,72,M0,0.6362166448284703,0.008522415350539811
sim,glc6,21%,DMSO,ASP,72,M1,0.009380690284226343,3.4681152672669106e-4
sim,glc6,21%,DMSO,ASP,72,M2,0.07416263013599338,6.218140588155896e-5
sim,glc6,21%,DMSO,ASP,72,M3,0.24776976952674715,0.0034969236109168855
sim,glc6,21%,DMSO,ASP,72,M4,0.02221830466445598,0.0011088747494253349
sim,glc6,21%,BAY,ASP,24,M0,0.6551377928859181,0.009788821536617302
sim,glc6,21%,BAY,ASP,24,M1,0.0077618843181297605,6.364298754248489e-5
sim,glc6,21%,BAY,ASP,24,M2,0.06386881752214843,3.759127711975771e-4
sim,glc6,21%,BAY,ASP,24,M3,0.23988729130113012,0.0037994305234444604
sim,glc6,21%,BAY,ASP,24,M4,0.018054272121530997,2.765446022100302e-4
sim,glc6,21%,BAY,ASP,48,M0,0.5602018100154633,5.14757326912807e-4
sim,glc6,21%,BAY,ASP,48,M1,0.003904098392612374,3.6726898061077916e-5
sim,glc6,21%,BAY,ASP,48,M2,0.0517594484238197,0.003999542188322216
sim,glc6,21%,BAY,ASP,48,M3,0.3759971318246038,0.012104422135037637
sim,glc6,21%,BAY,ASP,48,M4,0.016950623459116687,0.0017946596539231364
sim,glc6,21%,BAY,ASP,72,M0,0.5353428964782792,0.007138358056332648
sim,glc6,21%,BAY,ASP,72,M1,0.0027675214985566814,3.51856473334571e-5
sim,glc6,21%,BAY,ASP,72,M2,0.03731289873890814,0.0019655897540081027
sim,glc6,21%,BAY,ASP,72,M3,0.42404307960526094,0.0035166030712386327
sim,glc6,21%,BAY,ASP,72,M4,0.010122257207375706,0.001264042552888411
sim,glc6,0.5%,None,ASP,24,M0,0.7254142361246179,0.010541275451161992
sim,glc6,0.5%,None,ASP,24,M1,0.012240709909484922,2.159913182901048e-4
sim,glc6,0.5%,None,ASP,24,M2,0.07085379976949618,0.003497901639795169
sim,glc6,0.5%,None,ASP,24,M3,0.16788118218312467,1.2015189625994016e-4
sim,glc6,0.5%,None,ASP,24,M4,0.012715400391807316,4.937768087182028e-4
sim,glc6,0.5%,None,ASP,48,M0,0.6386859717048987,0.006072554535125799
sim,glc6,0.5%,None,ASP,48,M1,0.008749970773307497,5.670038667821442e-5
sim,glc6,0.5%,None,ASP,48,M2,0.07519838198929599,0.004007769876786443
sim,glc6,0.5%,None,ASP,48,M3,0.25616344491412985,0.0073047155381471005
sim,glc6,0.5%,None,ASP,48,M4,0.021295101315389912,6.335005380826361e-5
sim,glc6,0.5%,None,ASP,72,M0,0.5877556995088989,0.008288268910426775
sim,glc6,0.5%,None,ASP,72,M1,0.004418977134917129,0.001186893842689748
sim,glc6,0.5%,None,ASP,72,M2,0.046764639748356596,1.6278939915169086e-4
sim,glc6,0.5%,None,ASP,72,M3,0.3504237862701788,0.009865777418775921
sim,glc6,0.5%,None,ASP,72,M4,0.011775574530091348,8.347245095014828e-4
sim,lac3,21%,None,ASP,24,M0,0.7712978403436999,0.009659472829475607
sim,lac3,21%,None,ASP,24,M1,0.025005138224470817,4.3089842235399106e-5
sim,lac3,21%,None,ASP,24,M2,0.09993766447903356,0.005281026732179594
sim,lac3,21%,None,ASP,24,M3,0.09395511794545719,0.0010881147407568528
sim,lac3,21%,None,ASP,24,M4,0.01072502876179651,5.096152683598356e-4
sim,lac3,21%,None,ASP,48,M0,0.7851569635694443,0.0011453747276307655
sim,lac3,21%,None,ASP,48,M1,0.021966233542336226,6.277920278911861e-4
sim,lac3,21%,None,ASP,48,M2,0.08801283248444286,0.0014173548073091733
sim,lac3,21%,None,ASP,48,M3,0.09538298394260288,0.0017835526089488207
sim,lac3,21%,None,ASP,48,M4,0.009777464457747825,1.4429732300467232e-4
sim,lac3,21%,None,ASP,72,M0,0.8640195141415625,0.004008430911288923
sim,lac3,21%,None,ASP,72,M1,0.009029396161209248,9.424936795442939e-5
sim,lac3,21%,None,ASP,72,M2,0.036356539538896275,0.0015511956227568758
sim,lac3,21%,None,ASP,72,M3,0.0910633166827339,4.156412673623141e-4
sim,lac3,21%,None,ASP,72,M4,0.003026717118181595,3.0770913488653714e-4
sim,lac3,21%,DMSO,ASP,24,M0,0.7876677002173037,8.709031617830653e-4
sim,lac3,21%,DMSO,ASP,24,M1,0.02402546710434885,8.829658179402514e-4
sim,lac3,21%,DMSO,ASP,24,M2,0.09046886938904077,5.797840738059473e-4
sim,lac3,21%,DMSO,ASP,24,M3,0.09006131923597423,6.101242950961454e-4
sim,lac3,21%,DMSO,ASP,24,M4,0.009622665056117433,1.2249224435183573e-4
sim,lac3,21%,DMSO,ASP,48,M0,0.7878031026899981,7.244899344587273e-4
sim,lac3,21%,DMSO,ASP,48,M1,0.022896260602889747,3.7917350836431067e-4
sim,lac3,21%,DMSO,ASP,48,M2,0.09218211682176475,2.972287690820516e-4
sim,lac3,21%,DMSO,ASP,48,M3,0.09904174948302197,6.6297355755119e-4
sim,lac3,21%,DMSO,ASP,48,M4,0.009944182582720222,1.2562623812831502e-4
sim,lac3,21%,DMSO,ASP,72,M0,0.8474553706037069,0.0011809024206203553
sim,lac3,21%,DMSO,ASP,72,M1,0.011589402604681942,5.599943364957961e-4
sim,lac3,21%,DMSO,ASP,72,M2,0.04614207899478828,0.003144133393861988
sim,lac3,21%,DMSO,ASP,72,M3,0.09550728519927044,0.0017622913864016963
sim,lac3,21%,DMSO,ASP,72,M4,0.004325143780124567,5.261720905068375e-4
sim,lac3,21%,BAY,ASP,24,M0,0.752344852915665,0.004827205777148569
sim,lac3,21%,BAY,ASP,24,M1,0.007091043381433955,3.0376552313695574e-4
sim,lac3,21%,BAY,ASP,24,M2,0.050205909581289704,0.002513072666090469
sim,lac3,21%,BAY,ASP,24,M3,0.17984795716015345,0.0017196919202639438
sim,lac3,21%,BAY,ASP,24,M4,0.010510236961457892,2.906756676572071e-4
sim,lac3,21%,BAY,ASP,48,M0,0.703983875852138,0.0010225560122323896
sim,lac3,21%,BAY,ASP,48,M1,0.004643413630769239,3.689204004956841e-4
sim,lac3,21%,BAY,ASP,48,M2,0.037504867034064415,0.0011204764859771288
sim,lac3,21%,BAY,ASP,48,M3,0.24653362126995076,0.0027177483522642376
sim,lac3,21%,BAY,ASP,48,M4,0.008506694859867547,8.501331861559773e-4
sim,lac3,21%,BAY,ASP,72,M0,0.7297201319386063,0.0016963872631374775
sim,lac3,21%,BAY,ASP,72,M1,0.002597791951887893,2.76987901315813e-5
sim,lac3,21%,BAY,ASP,72,M2,0.018862940268999137,1.0300371738736039e-4
sim,lac3,21%,BAY,ASP,72,M3,0.23268185796406246,0.0063431033248856775
sim,lac3,21%,BAY,ASP,72,M4,0.0031208377299639803,1.3564914290033333e-4
sim,lac3,0.5%,None,ASP,24,M0,0.7439132817456295,0.020344860567363857
sim,lac3,0.5%,None,ASP,24,M1,0.012476364665549588,2.1089220500816652e-4
sim,lac3,0.5%,None,ASP,24,M2,0.07057129580067663,0.007192395690644877
sim,lac3,0.5%,None,ASP,24,M3,0.16987005046141038,0.0013101911294876865
sim,lac3,0.5%,None,ASP,24,M4,0.012630750287303242,0.0012988335173047753
sim,lac3,0.5%,None,ASP,48,M0,0.741250039838649,0.0031356291252811475
sim,lac3,0.5%,None,ASP,48,M1,0.010366774456034438,3.3860527345822965e-4
sim,lac3,0.5%,None,ASP,48,M2,0.06282473724825897,3.5916292287234766e-4
sim,lac3,0.5%,None,ASP,48,M3,0.17848936684808914,0.00548457992566598
sim,lac3,0.5%,None,ASP,48,M4,0.01206450669776176,8.821400918314262e-5
sim,lac3,0.5%,None,ASP,72,M0,0.7499141309853475,0.0022916830401833455
sim,lac3,0.5%,None,ASP,72,M1,0.007189187398375951,1.8755895812065657e-4
sim,lac3,0.5%,None,ASP,72,M2,0.04123093825417183,0.006884553661895429
sim,lac3,0.5%,None,ASP,72,M3,0.18625203711850746,0.001416708346425946
sim,lac3,0.5%,None,ASP,72,M4,0.0072654947226989544,0.0015740685267820276
sim,q5,21%,None,ASP,24,M0,0.5182023694369636,0.010837711113992005
sim,q5,21%,None,ASP,24,M1,0.04484770427443112,0.0012480271822205543
sim,q5,21%,None,ASP,24,M2,0.10008610308741288,0.0024254253113295036
sim,q5,21%,None,ASP,24,M3,0.02519001505146523,5.819395894814469e-4
sim,q5,21%,None,ASP,24,M4,0.31167380814972717,0.0073890676207519265
sim,q5,21%,None,ASP,48,M0,0.4871635131270307,0.007663265888349531
sim,q5,21%,None,ASP,48,M1,0.05674596053405051,0.0011466406917799343
sim,q5,21%,None,ASP,48,M2,0.11396045919877659,8.291129414099384e-4
sim,q5,21%,None,ASP,48,M3,0.02833767917591259,8.200601536421726e-4
sim,q5,21%,None,ASP,48,M4,0.31053224782994154,0.0029644440917453627
sim,q5,21%,None,ASP,72,M0,0.4698521576772576,0.013184412468852208
sim,q5,21%,None,ASP,72,M1,0.04665105513896266,0.0010506622293159319
sim,q5,21%,None,ASP,72,M2,0.10525466344677575,0.0026450746983073792
sim,q5,21%,None,ASP,72,M3,0.051423542924904315,0.0023622621291381467
sim,q5,21%,None,ASP,72,M4,0.32681858081209963,0.00943331632612157
sim,q5,21%,DMSO,ASP,24,M0,0.48339142198470986,0.08411514914356322
sim,q5,21%,DMSO,ASP,24,M1,0.10284155465973355,0.0661337622903807
sim,q5,21%,DMSO,ASP,24,M2,0.16882379527952587,0.08171245323842925
sim,q5,21%,DMSO,ASP,24,M3,0.01857302882437947,0.0037114307480409395
sim,q5,21%,DMSO,ASP,24,M4,0.22989575535111798,0.05649407953773913
sim,q5,21%,DMSO,ASP,48,M0,0.5345913181638993,0.013768100857160568
sim,q5,21%,DMSO,ASP,48,M1,0.05464226719861331,0.002479020019720203
sim,q5,21%,DMSO,ASP,48,M2,0.10284263563146795,0.004196347547295351
sim,q5,21%,DMSO,ASP,48,M3,0.025114763506340836,0.0010846038360672482
sim,q5,21%,DMSO,ASP,48,M4,0.28280901549967874,0.006008129454077776
sim,q5,21%,DMSO,ASP,72,M0,0.5471256531145048,0.00800988232434674
sim,q5,21%,DMSO,ASP,72,M1,0.043201748772433865,8.813045631987058e-4
sim,q5,21%,DMSO,ASP,72,M2,0.09112331852765422,5.342099776955294e-4
sim,q5,21%,DMSO,ASP,72,M3,0.0407449332809868,0.0028173654148293567
sim,q5,21%,DMSO,ASP,72,M4,0.2778043463044203,0.00553961149502058
sim,q5,21%,BAY,ASP,24,M0,0.9294852984299221,0.0019942858922592506
sim,q5,21%,BAY,ASP,24,M1,6.61803404622242e-4,2.5799404476478e-4
sim,q5,21%,BAY,ASP,24,M2,3.165246835748271e-20,7.452965568698493e-21
sim,q5,21%,BAY,ASP,24,M3,0.0152746474289121,8.973167763578569e-4
sim,q5,21%,BAY,ASP,24,M4,0.05601018214309754,0.00251749327988849
sim,q5,21%,BAY,ASP,48,M0,0.935695928789898,0.005208099826666146
sim,q5,21%,BAY,ASP,48,M1,5.998000108571437e-4,9.084834360769793e-5
sim,q5,21%,BAY,ASP,48,M2,6.956951053801707e-20,2.1270305199075745e-20
sim,q5,21%,BAY,ASP,48,M3,0.017933522654708954,0.0021745297192597036
sim,q5,21%,BAY,ASP,48,M4,0.048054930102153406,0.002431650337898182
sim,q5,21%,BAY,ASP,72,M0,0.9451160125343796,0.002276505916462723
sim,q5,21%,BAY,ASP,72,M1,3.501514041486097e-4,2.5006863101680586e-4
sim,q5,21%,BAY,ASP,72,M2,3.8478394759750706e-20,1.4211181913546268e-20
sim,q5,21%,BAY,ASP,72,M3,0.01713206358943095,0.0012695922275011515
sim,q5,21%,BAY,ASP,72,M4,0.04051479775970972,9.594604801127815e-4
sim,q5,0.5%,None,ASP,24,M0,0.7907444509893042,0.006346566331404447
sim,q5,0.5%,None,ASP,24,M1,0.01240614637230708,2.98920337803041e-4
sim,q5,0.5%,None,ASP,24,M2,0.03205304571567616,1.3608373352239425e-4
sim,q5,0.5%,None,ASP,24,M3,0.022469725832392262,1.6940625200368396e-4
sim,q5,0.5%,None,ASP,24,M4,0.14051902087492552,0.0017017715372241449
sim,q5,0.5%,None,ASP,48,M0,0.7583955530454096,0.023220456332212834
sim,q5,0.5%,None,ASP,48,M1,0.014510967515984706,0.001522065194744271
sim,q5,0.5%,None,ASP,48,M2,0.04083581116526098,0.0033752398429674597
sim,q5,0.5%,None,ASP,48,M3,0.024873228656826136,0.002358857045145237
sim,q5,0.5%,None,ASP,48,M4,0.16700297294740207,0.013558601942867256
sim,q5,0.5%,None,ASP,72,M0,0.7385970575924541,9.762645440913972e-4
sim,q5,0.5%,None,ASP,72,M1,0.013524429713296563,3.080405708130027e-4
sim,q5,0.5%,None,ASP,72,M2,0.03879989293953524,6.518195578145875e-4
sim,q5,0.5%,None,ASP,72,M3,0.028427159597734588,3.5149771461721933e-4
sim,q5,0.5%,None,ASP,72,M4,0.1806514601569795,0.0016331668965695407
sim,glc2,21%,None,CIT,24,M0,0.5985779578150043,0.022194660625645565
sim,glc2,21%,None,CIT,24,M1,0.03108988528843798,2.0230938839016027e-4
sim,glc2,21%,None,CIT,24,M2,0.309002525001438,0.015044678960802806
sim,glc2,21%,None,CIT,24,M3,0.01599815573007163,0.00114175705408518
sim,glc2,21%,None,CIT,24,M4,0.04446037906299638,0.004021562424465657
sim,glc2,21%,None,CIT,24,M5,0.002139389440639417,3.7129877197618176e-4
sim,glc2,21%,None,CIT,24,M6,4.69650662006336e-4,2.415307943347306e-4
sim,glc2,21%,None,CIT,48,M0,0.4696266972114104,0.018333634590352216
sim,glc2,21%,None,CIT,48,M1,0.03889413372402898,4.299080239952711e-4
sim,glc2,21%,None,CIT,48,M2,0.3750078134534669,0.010358899027553008
sim,glc2,21%,None,CIT,48,M3,0.030309031591004287,0.0014588590973081917
sim,glc2,21%,None,CIT,48,M4,0.07810981181896955,0.00488303409787992
sim,glc2,21%,None,CIT,48,M5,0.006219443642279101,4.622195844898905e-4
sim,glc2,21%,None,CIT,48,M6,0.0028894261066331464,3.3415361437824084e-4
sim,glc2,21%,None,CIT,72,M0,0.43360324612791157,0.015103964248994522
sim,glc2,21%,None,CIT,72,M1,0.03593731342642381,6.853300676178371e-4
sim,glc2,21%,None,CIT,72,M2,0.3948612490816786,0.009569252775150416
sim,glc2,21%,None,CIT,72,M3,0.030382896042111692,9.852865470223054e-4
sim,glc2,21%,None,CIT,72,M4,0.09793960949652132,0.004880604633607792
sim,glc2,21%,None,CIT,72,M5,0.007468640893265788,4.0401184644181705e-4
sim,glc2,21%,None,CIT,72,M6,0.004198806780769185,2.8294141329019025e-4
sim,glc2,21%,DMSO,CIT,24,M0,0.5865214510891249,0.001654731013155386
sim,glc2,21%,DMSO,CIT,24,M1,0.031117638545240394,3.4517183681103883e-4
sim,glc2,21%,DMSO,CIT,24,M2,0.31843685350784023,2.872908626333215e-4
sim,glc2,21%,DMSO,CIT,24,M3,0.016148171863463248,3.213142435165867e-4
sim,glc2,21%,DMSO,CIT,24,M4,0.04558792250463661,4.2168630827127054e-4
sim,glc2,21%,DMSO,CIT,24,M5,0.0018956045554902714,1.4461933689005643e-4
sim,glc2,21%,DMSO,CIT,24,M6,2.923579342042059e-4,1.346484250330697e-4
sim,glc2,21%,DMSO,CIT,48,M0,0.45922520852328513,0.005126182492018849
sim,glc2,21%,DMSO,CIT,48,M1,0.04170782149508223,3.1408371127123955e-4
sim,glc2,21%,DMSO,CIT,48,M2,0.37797042656138735,0.002392528282025269
sim,glc2,21%,DMSO,CIT,48,M3,0.03242504538558551,1.468210611616748e-4
sim,glc2,21%,DMSO,CIT,48,M4,0.07909630465225453,0.0026794572397879843
sim,glc2,21%,DMSO,CIT,48,M5,0.006600315138233875,1.2356599390635648e-4
sim,glc2,21%,DMSO,CIT,48,M6,0.0029748782441713154,9.789362640880324e-5
sim,glc2,21%,DMSO,CIT,72,M0,0.4047441147671548,0.002785797419428498
sim,glc2,21%,DMSO,CIT,72,M1,0.0397830403275983,6.123588144151675e-5
sim,glc2,21%,DMSO,CIT,72,M2,0.4042938355289234,0.0015848709868089559
sim,glc2,21%,DMSO,CIT,72,M3,0.03522917196779907,2.661447513623433e-4
sim,glc2,21%,DMSO,CIT,72,M4,0.10297222879713766,8.923320018181939e-4
sim,glc2,21%,DMSO,CIT,72,M5,0.008127849239210172,4.298908192256184e-5
sim,glc2,21%,DMSO,CIT,72,M6,0.004849759372176531,2.4202879920003688e-5
sim,glc2,21%,BAY,CIT,24,M0,0.5960134919763865,0.013700811097763999
sim,glc2,21%,BAY,CIT,24,M1,0.014326509134647532,2.1718620209371098e-4
sim,glc2,21%,BAY,CIT,24,M2,0.3312158609012611,0.011909734175924697
sim,glc2,21%,BAY,CIT,24,M3,0.005772083200176453,3.784731178524364e-4
sim,glc2,21%,BAY,CIT,24,M4,0.05333624798448885,0.0020005578000377995
sim,glc2,21%,BAY,CIT,24,M5,1.0834926332578072e-4,1.4446544316651026e-5
sim,glc2,21%,BAY,CIT,24,M6,-5.331885122712108e-21,2.0393138314334255e-20
sim,glc2,21%,BAY,CIT,48,M0,0.5310910954326599,0.005213779256245443
sim,glc2,21%,BAY,CIT,48,M1,0.015218497931966182,1.9974952103149563e-4
sim,glc2,21%,BAY,CIT,48,M2,0.37320735776300584,0.002354299799768339
sim,glc2,21%,BAY,CIT,48,M3,0.0068868620179024275,2.605285099115291e-4
sim,glc2,21%,BAY,CIT,48,M4,0.07430788019250636,0.0023088779900597082
sim,glc2,21%,BAY,CIT,48,M5,1.710420679985282e-4,4.984375787556884e-5
sim,glc2,21%,BAY,CIT,48,M6,4.45549909991159e-20,3.496562548110434e-21
sim,glc2,21%,BAY,CIT,72,M0,0.5029637145181134,0.0127885495407474
sim,glc2,21%,BAY,CIT,72,M1,0.015802692224561238,4.233887109058448e-5
sim,glc2,21%,BAY,CIT,72,M2,0.3883193844282405,0.009000364985721652
sim,glc2,21%,BAY,CIT,72,M3,0.00817824107220412,1.1868970822615909e-4
sim,glc2,21%,BAY,CIT,72,M4,0.08496126748977581,0.003874532280899782
sim,glc2,21%,BAY,CIT,72,M5,6.398911832835089e-4,1.106662087638689e-4
sim,glc2,21%,BAY,CIT,72,M6,4.9472795126757474e-21,2.5400863638137586e-21
sim,glc2,0.5%,None,CIT,24,M0,0.6620359651594214,0.01501055124019051
sim,glc2,0.5%,None,CIT,24,M1,0.019851119262316287,2.9033305697070093e-4
sim,glc2,0.5%,None,CIT,24,M2,0.2708765124111515,0.012958119858048282
sim,glc2,0.5%,None,CIT,24,M3,0.008399312453281816,1.2190876871291147e-4
sim,glc2,0.5%,None,CIT,24,M4,0.039868767511336334,0.0011388529314399383
sim,glc2,0.5%,None,CIT,24,M5,0.001079344391772914,8.666101356766205e-5
sim,glc2,0.5%,None,CIT,24,M6,2.7020663788423815e-21,2.6210799734682914e-21
sim,glc2,0.5%,None,CIT,48,M0,0.55175175817431,0.015171816824931251
sim,glc2,0.5%,None,CIT,48,M1,0.022435350898467408,7.437527721452263e-4
sim,glc2,0.5%,None,CIT,48,M2,0.3438133084500859,0.010609976084174135
sim,glc2,0.5%,None,CIT,48,M3,0.013449164267317334,5.511185684796068e-5
sim,glc2,0.5%,None,CIT,48,M4,0.06075263355238427,0.005810770427910304
sim,glc2,0.5%,None,CIT,48,M5,0.0017835192030791962,1.1135403412838494e-4
sim,glc2,0.5%,None,CIT,48,M6,0.0010895109431875271,2.858104655361914e-4
sim,glc2,0.5%,None,CIT,72,M0,0.4965358276121255,0.01896675580219295
sim,glc2,0.5%,None,CIT,72,M1,0.019841168670686145,0.0015152953068761534
sim,glc2,0.5%,None,CIT,72,M2,0.3757374202336185,0.01096422033952453
sim,glc2,0.5%,None,CIT,72,M3,0.014658182256605604,0.0013119312335028467
sim,glc2,0.5%,None,CIT,72,M4,0.07993031035993653,0.007088347452186246
sim,glc2,0.5%,None,CIT,72,M5,0.0023373378756260223,1.332535928452054e-4
sim,glc2,0.5%,None,CIT,72,M6,0.0021613802300048156,3.374030026384258e-4
sim,glc6,21%,None,CIT,24,M0,0.326354540957282,4.99713761613535e-4
sim,glc6,21%,None,CIT,24,M1,0.020035699474633798,0.001309028665328013
sim,glc6,21%,None,CIT,24,M2,0.3985045857827443,0.0012253519596500673
sim,glc6,21%,None,CIT,24,M3,0.0891086082405422,2.5882241673687995e-4
sim,glc6,21%,None,CIT,24,M4,0.08017916005240673,0.004354596591252741
sim,glc6,21%,None,CIT,24,M5,0.08471660067570877,0.001482405497378783
sim,glc6,21%,None,CIT,24,M6,0.009502774176608275,5.314170498234397e-4
sim,glc6,21%,None,CIT,48,M0,0.18945659283116761,0.006832259482610667
sim,glc6,21%,None,CIT,48,M1,0.013725840870283444,4.332348433127783e-5
sim,glc6,21%,None,CIT,48,M2,0.4326551581166727,0.002860294665658125
sim,glc6,21%,None,CIT,48,M3,0.06793368714759455,0.0033115618915495193
sim,glc6,21%,None,CIT,48,M4,0.0956559777786443,0.004909697520213707
sim,glc6,21%,None,CIT,48,M5,0.16971663064896061,7.880528976765278e-4
sim,glc6,21%,None,CIT,48,M6,0.023543784673098846,9.431310158033063e-4
sim,glc6,21%,None,CIT,72,M0,0.20641112848084803,0.004183674149289517
sim,glc6,21%,None,CIT,72,M1,0.010491702403114528,1.813128638102421e-4
sim,glc6,21%,None,CIT,72,M2,0.3981995624268547,0.0027651474232574854
sim,glc6,21%,None,CIT,72,M3,0.05239738442751268,0.0012863173031442286
sim,glc6,21%,None,CIT,72,M4,0.07660123710152877,0.001214252533770073
sim,glc6,21%,None,CIT,72,M5,0.23044081736860206,0.001854377679359989
sim,glc6,21%,None,CIT,72,M6,0.020231807274486025,2.335774494752383e-4
sim,glc6,21%,DMSO,CIT,24,M0,0.3306683337624493,0.0016001096641997668
sim,glc6,21%,DMSO,CIT,24,M1,0.01949294505911374,4.919587693965315e-4
sim,glc6,21%,DMSO,CIT,24,M2,0.3939845829128576,0.0019701399436446074
sim,glc6,21%,DMSO,CIT,24,M3,0.08937620358054399,2.367770827927523e-5
sim,glc6,21%,DMSO,CIT,24,M4,0.0794324616103835,2.3380294628658899e-4
sim,glc6,21%,DMSO,CIT,24,M5,0.08063909126089025,6.056630826818606e-4
sim,glc6,21%,DMSO,CIT,24,M6,0.009995932601098696,8.365260432603903e-4
sim,glc6,21%,DMSO,CIT,48,M0,0.18344996012598047,0.0024111531745076155
sim,glc6,21%,DMSO,CIT,48,M1,0.014687069217830648,4.476334673455866e-4
sim,glc6,21%,DMSO,CIT,48,M2,0.43559278870792667,0.011049945491788497
sim,glc6,21%,DMSO,CIT,48,M3,0.07855016131966056,0.0028268424140715813
sim,glc6,21%,DMSO,CIT,48,M4,0.10763160503297187,0.0016827320255041087
sim,glc6,21%,DMSO,CIT,48,M5,0.14749649057952285,0.020560680545127916
sim,glc6,21%,DMSO,CIT,48,M6,0.02673111453213066,1.9760587577817047e-4
sim,glc6,21%,DMSO,CIT,72,M0,0.15663836879571913,0.019917576629634896
sim,glc6,21%,DMSO,CIT,72,M1,0.011133134319777216,2.1092848802609435e-4
sim,glc6,21%,DMSO,CIT,72,M2,0.4147363911171443,0.0076072957718140545
sim,glc6,21%,DMSO,CIT,72,M3,0.060656366253304166,0.0038034779586555295
sim,glc6,21%,DMSO,CIT,72,M4,0.08406970098316877,0.0013291581002139103
sim,glc6,21%,DMSO,CIT,72,M5,0.24856032770632017,0.0020980060189782768
sim,glc6,21%,DMSO,CIT,72,M6,0.023224097883068326,4.865001192070062e-4
sim,glc6,21%,BAY,CIT,24,M0,0.2776334159599496,0.0011772017411305347
sim,glc6,21%,BAY,CIT,24,M1,0.009905691468770735,2.1939100450329115e-4
sim,glc6,21%,BAY,CIT,24,M2,0.33013390297512707,0.003924954854358156
sim,glc6,21%,BAY,CIT,24,M3,0.13740725844321078,3.533873494508677e-5
sim,glc6,21%,BAY,CIT,24,M4,0.05801614899983238,0.002259890477681319
sim,glc6,21%,BAY,CIT,24,M5,0.1816750593075394,0.009423704608220174
sim,glc6,21%,BAY,CIT,24,M6,0.011117390737883877,5.889856378740992e-5
sim,glc6,21%,BAY,CIT,48,M0,0.1879433786400511,0.00596156643560728
sim,glc6,21%,BAY,CIT,48,M1,0.007889246570962075,9.154969437812641e-5
sim,glc6,21%,BAY,CIT,48,M2,0.30856274101233344,0.0035645370817463384
sim,glc6,21%,BAY,CIT,48,M3,0.1277553800531686,0.0022756142543265477
sim,glc6,21%,BAY,CIT,48,M4,0.06108007262775217,0.003721098597096297
sim,glc6,21%,BAY,CIT,48,M5,0.28442589475217583,0.004022292637640201
sim,glc6,21%,BAY,CIT,48,M6,0.012143203423055492,0.0015119596255910122
sim,glc6,21%,BAY,CIT,72,M0,0.1864202632831513,0.002787092901598356
sim,glc6,21%,BAY,CIT,72,M1,0.008095687562325836,3.3926943831260876e-4
sim,glc6,21%,BAY,CIT,72,M2,0.3265972145172525,0.0014419282512021776
sim,glc6,21%,BAY,CIT,72,M3,0.1026719634733401,8.814968183953286e-4
sim,glc6,21%,BAY,CIT,72,M4,0.05620989256361805,0.0025272746610413483
sim,glc6,21%,BAY,CIT,72,M5,0.3111251201713263,1.4164649879352953e-4
sim,glc6,21%,BAY,CIT,72,M6,0.008881321863486976,8.13500609287419e-4
sim,glc6,0.5%,None,CIT,24,M0,0.40198899009212397,0.017997630995039336
sim,glc6,0.5%,None,CIT,24,M1,0.015896293834790874,0.001147328623481716
sim,glc6,0.5%,None,CIT,24,M2,0.2925362813485289,0.008685011038619461
sim,glc6,0.5%,None,CIT,24,M3,0.12588333554457298,5.899449670332263e-4
sim,glc6,0.5%,None,CIT,24,M4,0.051515733387927455,2.0504598368572405e-4
sim,glc6,0.5%,None,CIT,24,M5,0.11037415849123303,0.0027421012532535746
sim,glc6,0.5%,None,CIT,24,M6,0.005782503290945793,1.409200546095596e-4
